Actebis_SKU	Mfr_SKU	Mfr_Name	Product_Group	Product_Text	Product_Description	Price	Stock_Qty	Stock_Date	Barcode	TaxKey
2093148	CMY16GX3M2A2400C11R	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3  2400MHz 16GB 2x24	CORSAIR DDR3  2400MHz 16GB 2x240 Dimm  Unbu Vengeance Pro Red Heatspreader XMP 1.3  1.65V	718,10	0	01-09-16	0843591045957	
2093152	CMY32GX3M4A1600C9R	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3  1600MHz 32GB 4x24	CORSAIR DDR3  1600MHz 32GB 4x240 Dimm	1436,00	0	09-09-16	0843591042239	
2093155	CMY8GX3M2A1600C9A	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3  1600MHz 8GB 2x240	CORSAIR DDR3  1600MHz 8GB 2x240 Dimm  Unbuf Vengeance Pro Gold Heatspreader	402,70	0	09-09-16	0843591045070	
2093156	CMY8GX3M2A2133C11R	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3  2133MHz 8GB 2x240	CORSAIR DDR3  2133MHz 8GB 2x240 Dimm	446,50	0	09-09-16	0843591042024	
2093157	CMY8GX3M2A2133C11	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3  2133MHz 8GB 2x240	CORSAIR DDR3  2133MHz 8GB 2x240 Dimm Unbuffered  11-11-11-27  Vengeance Pro Red Heatspreader	446,50	0	09-09-16	0843591042017	
2094835	CC-9011047-WW	Corsair	Chassis - Mini Tower	CORSAIR Obsidian Series 250D Case	CORSAIR Obsidian Series 250D Case	839,14	5	15-11-16	0843591046398	
2097846	CMY16GX3M2A1600C9A	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 16GB 1600MHzVeng. Pro Gold	CORSAIR DIMM DDR3 16GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Gold Heatspreader  XMP 13 15V	718,10	0	09-09-16	0843591043359	
2101020	CMY16GX3M2A2400C11A	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 16GB kit 2x8GB DIMM	CORSAIR DDR3 2400MHz 16GB kit 2x8GB DIMM Unbuffered 11-13-13-31 Vengeance Pro Gold Heatspreader XMP 1.3 1.65V 2x240	718,10	0	09-09-16	0843591046305	
2101579	CC-9011051-WW	Corsair	Chassis - Midi Tower	CORSAIR CARBIDE SERIES SPEC-02 RED LED	CORSAIR CARBIDE SERIES SPEC-02 RED LED	560,44	10	15-11-16	0843591047258	
2101580	CC-9011052-WW	Corsair	Chassis - Midi Tower	CORSAIR CARBIDE SERIES SPEC-03 RED LED	CORSAIR CARBIDE SERIES SPEC-03 RED LED	560,55	57	15-11-16	0843591047265	
2101582	CC-9011053-WW	Corsair	Chassis - Midi Tower	CORSAIR CARBIDE SERIES SPEC-03 WHITE LED	CORSAIR CARBIDE SERIES SPEC-03 WHITE LED	582,77	11	15-11-16	0843591048095	
2101583	CC-9011054-WW	Corsair	Chassis - Midi Tower	CORSAIR CARBIDE SERIES SPEC-03ORANGE LED	CORSAIR CARBIDE SERIES SPEC-03 ORANGE LED	582,05	0	21-12-16	0843591048088	
2101584	CC-9011050-WW	Corsair	Chassis - Midi Tower	CORSAIR CARBIDE SERIES SPEC-01 RED LED	CORSAIR CARBIDE SERIES SPEC-01 RED LED MID TOWER GAMING CASE	472,16	158	18-10-16	0843591047241	
2102644	CC-9011049-WW	Corsair	Chassis - Maxi Tower	CORSAIR OBSIDIAN SERIES 450D	CORSAIR OBSIDIAN SERIES 450D HIGH AIRFLOW MID-TOWER CASE	973,58	4	18-10-16	0843591047234	
2119414	CMFVYGT3B-128GB	Corsair	Memory - USB	CORSAIR USB3.0 128GB GT	USB 3.0 128GB GT 230MB read/ 160MB write   Compatible with Windows and Mac Formats  Plug and Play	497,72	3	13-09-16	0843591047326	
2140280	CMFVYGT3B-32GB	Corsair	Memory - USB	CORSAIR FLASH VOYAGER GT USB 3.0 32GB	CORSAIR FLASH VOYAGER GT USB 3.0 32GB GT  240MB read/ 100MB write  Compatible with Windows and Mac Formats  Plug and Play	173,22	14	06-09-16	0843591047357	
2140281	CMFVYGT3B-64GB	Corsair	Memory - USB	CORSAIR FLASH VOYAGER GT USB 3.0 64GB	CORSAIR FLASH VOYAGER GT USB 3.0 64GB GT  240MB read/ 100MB write  Compatible with Windows and Mac Formats  Plug and Play	303,02	0	09-09-16	0843591047364	
2143438	CMY32GX3M4A2400C11R	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 32GB 4x240	CORSAIR DDR3 2400MHz 32GB 4x240 Dimm Unbuffered 11-13-13-31 Vengeance Pro Red Heatspreader	1436,00	1	06-09-16	0843591046312	
2155169	CC-9011056-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide SPEC-01 MT Case	CORSAIR Carbide Series SPEC-01 Mid Tower Case Blue LED	472,40	15	18-10-16	0843591049603	
2155170	CC-9011057-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide SPEC-02 MT Case	CORSAIR Carbide Series SPEC-02 Mid Tower Case Blue LED	558,50	10	15-11-16	0843591049627	
2155173	CC-9011058-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide SPEC-03 MT Case	CORSAIR Carbide Series SPEC-03 Mid Tower Case Blue LED	558,50	19	15-11-16	0843591049610	
2155179	CMD16GX3M4A2400C11	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 16GB	CORSAIR DDR3 2400MHz 16GB 4 x 240 DIMM Unbuffered 11-13-13-31 DOMINATOR Platinum 1.65V	1306,00	0	09-09-16	0843591021739	
2155183	CMD32GX3M4A2400C11	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 32GB	CORSAIR DDR3 2400MHz 32GB 4 x 240 DIMM Unbuffered 11-13-13-31 DOMINATOR Platinum 1.65V	1958,00	0	09-09-16	0843591050944	
2155184	CMD64GX3M8A2400C11	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 64GB	CORSAIR DDR3 2400MHz 64GB 8 x 240 DIMM Unbuffered 11-13-13-31 DOMINATOR Platinum 1.65V includes 2 x Airflow II fans	4568,00	0	09-09-16	0843591046053	
2155191	CMFVYGT3B-256GB	Corsair	Memory - USB	CORSAIR USB 3.0 256GB GT	CORSAIR USB 3.0 256GB GT 230MB read/ 160MB write  Compatible with Windows and Mac Formats Plug and Play	930,52	0	09-09-16	0843591047340	
2155192	CML8GX3M2A1600C9G	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600MHz 8GB	CORSAIR DDR3 1600MHz 8GB 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Low Profile Green Heatspreader Core i5 and i7 Core 2 - DC 1.5V	391,90	0	09-09-16	0843591043373	
2155193	CMSO4GX3M1C1333C9	Corsair	Memory - Notebook - DDR3-1333	CORSAIR DDR3L 1333MHz 4GB	CORSAIR DDR3L 1333MHz 4GB 1x204 SODIMM 1.35V Unbuffered	174,20	0	09-09-16	0843591029704	
2155195	CMSO8GX3M1C1333C9	Corsair	Memory - Notebook - DDR3-1333	CORSAIR DDR3L 1333MHZ 8GB	CORSAIR DDR3L 1333MHZ 8GB 1x204 SODIMM 1.35V Unbuffered	329,50	0	12-09-16	0843591046015	
2155198	CMYAF	Corsair	Chassis - Options - FAN	CORSAIR Vengeance Airflow Large	CORSAIR Vengeance Airflow Large 60mm adjustable speed fan RPM 3500/2500 Noise level 21.0 dB(A) (25 dB(A) max)	200,29	0	31-08-16	0843591043397	
2158943	CP-9020096-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU VS Series 450W	CORSAIR PSU VS Series 450W	344,12	159	15-11-16	0843591052740	
2162087	CP-9020095-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU VS Series 350W	CORSAIR PSU VS Series 350W	310,88	26	15-11-16	0843591052672	
2162090	CP-9020097-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU VS Series 550W	CORSAIR PSU VS Series 550W	413,04	152	15-11-16	0843591052818	
2162092	CP-9020098-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU VS Series 650W	CORSAIR PSU VS Series 650W	510,15	20	06-09-16	0843591052870	
2163659	CP-9020057-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Professional Platinum AX1500I	CORSAIR Professional Platinum Series AX1500I with Corsair Link 1500W ATX EPS12V Fully Modular PSU EU Version	3899,34	8	15-11-16	0843591030083	
2164116	CSSD-UPGRADEKIT	Corsair	Solid-State Drive - Consumer - Options	CORSAIR CSSD-UPGRADEKIT SSD and HDD	CORSAIR CSSD-UPGRADEKIT SSD and Hard Disk Drive (HDD) cloning kit with USB3.0 cable and migration software in CD	200,42	4	30-08-16	0843591036528	
2165231	CO-9050019-WW	Corsair	Chassis - Options - FAN	CORSAIR The Air Series SP 120 LED High	CORSAIR The Air Series SP 120 LED High Static Pressure Fan Cooling Red Single Pack	109,96	4	15-09-16	0843591051729	
2165232	CO-9050021-WW	Corsair	Chassis - Options - FAN	CORSAIR The Air Series SP 120 LED High	CORSAIR The Air Series SP 120 LED High Static Pressure Fan Cooling Blue Single Pack	109,96	0	01-09-16	0843591051743	
2165233	CO-9050024-WW	Corsair	Chassis - Options - FAN	CORSAIR The Air Series SP 140 LED High	CORSAIR The Air Series SP 140 LED High Static Pressure Fan Cooling Red Single Pack	134,58	9	06-09-16	0843591051774	
2165234	CO-9050026-WW	Corsair	Chassis - Options - FAN	CORSAIR The Air Series SP 140 LED High	CORSAIR The Air Series SP 140 LED High Static Pressure Fan Cooling Blue Single Pack	134,58	0	01-09-16	0843591051798	
2168454	CC-9011061-WW	Corsair	Chassis - Mini Tower	CORSAIR Graphite Series  380T Black	CORSAIR Graphite Series 380T Mini ITX Case Black	1207,71	0	01-11-16	0843591049863	
2168455	CC-9011060-WW	Corsair	Chassis - Mini Tower	CORSAIR Graphite Series  380T White	CORSAIR Graphite Series 380T Mini ITX Case White	1300,71	0	01-11-16	0843591049856	
2168456	CC-9011063-WW	Corsair	Chassis - Maxi Tower	CORSAIR Graphite Series 780T Black	CORSAIR Graphite Series 780T Full Tower ATX Case Black	1701,40	17	18-10-16	0843591049870	
2168457	CC-9011059-WW	Corsair	Chassis - Maxi Tower	CORSAIR Graphite Series 780T White	CORSAIR Graphite Series 780T Full Tower ATX Case White	1798,37	19	18-10-16	0843591049849	
2168458	CC-9011070-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide Series  Air 240 Black	CORSAIR Carbide Series Air 240 Black Edition High Airflow Mini ITX PC Case	839,10	7	15-11-16	0843591052634	
2168459	CC-9011069-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide Series  Air 240 White	CORSAIR Carbide Series Air 240 White Edition High Airflow Mini ITX PC Case	839,10	20	15-11-16	0843591052627	
2168941	CP-9020072-EU	Corsair	Chassis - Options - Powersupply	CORSAIR HX750i 750W PSU	CORSAIR HX750i 750W PSU	1467,52	6	15-11-16	0843591041270	
2168942	CP-9020073-EU	Corsair	Chassis - Options - Powersupply	CORSAIR HX850i 850W PSU	CORSAIR HX850i 850W PSU	1646,09	0	15-09-16	0843591041195	
2168943	CP-9020074-EU	Corsair	Chassis - Options - Powersupply	CORSAIR HX1000i 1000W PSU	CORSAIR HX1000i 1000W PSU	1988,68	6	15-11-16	0843591041126	
2172425	CA-9011121-EU-Y	Corsair	Headsets - PC - Gaming	CORSAIR Raptor HS30 Gaming Headset	CORSAIR Raptor HS30 Gaming Headset Europe Version	354,12	6	13-09-16	0843591048323	
2203408	CMK16GX4M4A2666C15	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM Unbuffered 15-17-17-35 Vengeance LPX Black Heat spreader 1.20V	902,90	0	09-09-16	0843591054942	
2203409	CMK16GX4M4A2666C15R	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM Unbuffered 15-17-17-35 Vengeance LPX Red Heat spreader 1.20V	902,90	0	09-09-16	0843591055420	
2203410	CMK16GX4M4A2800C16	Corsair	Memory - Desktop - DDR4-2800	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM Unbuffered 16-18-18-36 Vengeance LPX Black Heat spreader 1.20V	902,90	0	09-09-16	0843591054966	
2203411	CMK16GX4M4A2800C16B	Corsair	Memory - Desktop - DDR4-2800	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM Unbuffered 16-18-18-36 Vengeance LPX Blue Heat spreader 1.20V	902,90	0	09-09-16	0843591055437	
2203412	CMK16GX4M4A2800C16R	Corsair	Memory - Desktop - DDR4-2800	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM Unbuffered 16-18-18-36 Vengeance LPX Red Heat spreader 1.20V	902,90	0	15-09-16	0843591055413	
2204450	CMD16GX4M4A2666C15	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM Unbuffered 15-17-17-35 DOMINATOR Platinum 1.20V	1415,00	0	09-09-16	0843591055468	
2204451	CMD16GX4M4A2800C16	Corsair	Memory - Desktop - DDR4-2800	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM	CORSAIR DDR4 2800MHz 4x4GB 288 DIMM Unbuffered 16-18-18-36 DOMINATOR Platinum 1.20V	1523,00	2	07-09-16	0843591055161	
2206293	CO-9050020-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED Single Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan white LED Single Pack	109,96	0	01-09-16	0843591051736	
2206294	CO-9050022-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED Single Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan green LED Single Pack	109,96	7	13-09-16	0843591051750	
2206295	CO-9050023-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED Single Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan purple LED Single Pack	109,96	4	06-09-16	0843591051767	
2206296	CO-9050025-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED Single Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan white LED Single Pack	134,58	0	01-09-16	0843591051781	
2206297	CO-9050027-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED Single Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan green LED Single Pack	134,58	0	06-09-16	0843591051804	
2206298	CO-9050028-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED Single Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan purple LED Single Pack	134,58	10	01-09-16	0843591051811	
2206299	CO-9050029-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED twin Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan red LED Twin Pack	199,21	15	01-09-16	0843591051828	
2206300	CO-9050030-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED twin Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan white LED Twin Pack	199,21	0	01-09-16	0843591051835	
2206301	CO-9050031-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED twin Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan blue LED Twin Pack	199,21	0	28-09-16	0843591051842	
2206302	CO-9050032-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED twin Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan green LED Twin Pack	199,21	0	31-08-16	0843591051859	
2206303	CO-9050033-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP120 LED twin Pack	CORSAIR Air Series SP 120 LED High Static Pressure Fan purple LED Twin Pack	199,21	0	01-09-16	0843591051866	
2206304	CO-9050034-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED twin Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan red LED Twin Pack	247,25	0	01-09-16	0843591051873	
2206305	CO-9050035-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED twin Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan white LED Twin Pack	247,25	4	07-09-16	0843591051880	
2206306	CO-9050036-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED twin Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan blue LED Twin Pack	247,25	0	01-09-16	0843591051897	
2206307	CO-9050037-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED twin Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan green LED Twin Pack	247,25	0	30-08-16	0843591051903	
2206308	CO-9050038-WW	Corsair	Chassis - Options - FAN	CORSAIR Air Series SP140 LED twin Pack	CORSAIR Air Series SP 140 LED High Static Pressure Fan purple LED Twin Pack	247,25	5	01-09-16	0843591051910	
2273231	CH-9000083-WW	Corsair	Keyboard/Mouse - Mouse - Gaming	CORSAIR CGMM400 Standrad	CORSAIR CGMM400 Standrad	265,22	0	31-08-16	0843591053396	
2273233	CH-9000087-WW	Corsair	Keyboard/Mouse - Mouse - Gaming	CORSAIR CGMM400 Compact	CORSAIR CGMM400 Compact	176,61	0	13-09-16	0843591053372	
2273236	CH-9000080-WW	Corsair	Keyboard/Mouse - Mouse - Gaming	CORSAIR CGMM200 XL	CORSAIR CGMM200 XL	221,01	7		0843591053389	
2273239	CA-9011127-EU	Corsair	Headsets - PC - Gaming	CORSAIR CG H2100 wireless headset	CORSAIR CG H2100 wireless headset	1063,32	8	06-09-16	0843591052078	
2273240	CA-9011128-EU	Corsair	Headsets - PC - Gaming	CORSAIR CG H1500 Dolby 7.1 USB Headset	CORSAIR CG H1500 Dolby 7.1 USB Headset	797,36	0	31-08-16	0843591052092	
2276647	CMD16GX4M4A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666Mhz 16GB Kit 4x4GB Domi	CORSAIR DDR4 2666MHz 16GB Kit 4x4GB DIMM Unbuffered 16-18-18-35 DOMINATOR Platinum 1.20V	1306,00	0	09-09-16	0843591055628	
2276648	CMD16GX4M4B3000C15	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 3000Mhz 16GB Kit 4x4GB Domi	CORSAIR DDR4 3000MHz 16GB Kit 4x4GB DIMM Unbuffered 15-17-17-35 DOMINATOR Platinum 1.20V	1415,00	0	07-09-16	0843591055970	
2276649	CMD32GX4M4A2666C15	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666Mhz 32GB Kit 4x8GB Domi	CORSAIR DDR4 2666MHz 32GB Kit 4x8GB DIMM Unbuffered 15-17-17-35 DOMINATOR Platinum 1.20V	2393,00	0	09-09-16	0843591055475	
2276650	CMD32GX4M4A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666Mhz 32GB Kit 4x8GB Domi	CORSAIR DDR4 2666MHz 32GB Kit 4x8GB DIMM Unbuffered 16-18-18-35 DOMINATOR Platinum 1.20V	2176,00	0	06-09-16	0843591055611	
2276651	CMK16GX4M4A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM Veng	CORSAIR DDR4 2666MHz 4x4GB 288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Black Heat spreader 1.20V	892,10	0	09-09-16	0843591055635	
2309765	CP-9020086-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU CS Series 850W 80+ Gold Mod	CORSAIR PSU CS Series 850W 80+ Gold Mod	1207,12	21	15-11-16	0843591049924	
2315623	CP-9020099-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 850M Watt Modu	CORSAIR Builder Series CX 850M Watt Modular Power Supply EU Version	1054,12	94	15-11-16	0843591054508	
2318115	CMD32GX4M4A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400Mhz 32GB Kit 4x288 Domi	CORSAIR DDR4 2400MHz 32GB Kit 4x288 DIMM Unbuffered 14-16-16-31 DOMINATOR Platinum 1.20V	2067,00	0	07-09-16	0843591055109	
2318116	CMD64GX4M8A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400Mhz 64GB Kit 4x288 Domi	CORSAIR DDR4 2400MHz 64GB Kit 8x288 DIMM Unbuffered 14-16-16-31 DOMINATOR Platinum 1.20V	4133,00	0	09-09-16	0843591055307	
2318117	CMK16GX4M4A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400Mhz 16GB Kit 4x288 Veng	CORSAIR DDR4 2400MHz 16GB Kit 4x288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	870,40	0	09-09-16	0843591054911	
2318118	CMK16GX4M4A2666C16R	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666Mhz 16GB Kit 4x288 Veng	CORSAIR DDR4 2666MHz 16GB Kit 4x288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Red Heat spreader 1.20V	892,10	0	09-09-16	0843591056410	
2318119	CMK32GX4M4A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400Mhz 32GB Kit 4x288 Veng	CORSAIR DDR4 2400MHz 32GB Kit 4x288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	1567,00	5	01-09-16	0843591054980	
2318120	CMK32GX4M4A2666C15	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666Mhz 32GB Kit 4x288 Veng	CORSAIR DDR4 2666MHz 32GB Kit 4x288 DIMM Unbuffered 15-17-17-35 Vengeance LPX Black Heat spreader 1.20V	1632,00	0	09-09-16	0843591055000	
2318121	CMK32GX4M4A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666Mhz 32GB Kit 4x288 Veng	CORSAIR DDR4 2666MHz 32GB Kit 4x288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Black Heat spreader 1.20V	1610,00	0	09-09-16	0843591055642	
2321463	CMD16GX3M2A2400C11	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400Mhz 16GB 2x240 DIMM Dom	CORSAIR DDR3 2400MHz 16GB 2 x 240 DIMM Unbuffered 11-13-13-31 DOMINATOR Platinum 1.65V	979,20	0	09-09-16	0843591048194	
2321464	CMD16GX3M2A2666C12	Corsair	Memory - Desktop - DDR3-2666	CORSAIR DDR3 2666Mhz 16GB 2x240 DIMM Dom	CORSAIR DDR3 2666MHz 16GB 2 x 240 DIMM Unbuffered 12-13-13-35 DOMINATOR Platinum 1.65V Airflow II Fan Assembly Included	2176,00	0	09-09-16		
2321466	CMD16GX3M4A2933C12	Corsair	Memory - Desktop - DDR3-2933	CORSAIR DDR3 2933Mhz 16GB 4x240 DIMM Dom	CORSAIR DDR3 2933MHz 16GB 4 x 240 DIMM Unbuffered 12-14-14-36 DOMINATOR Platinum 1.65V Airflow II Fan Assembly Included	2828,00	0	09-09-16		
2321467	CMD16GX3M4A3000C12	Corsair	Memory - Desktop - DDR3-2800	CORSAIR DDR3 3000Mhz 16GB 4x240 DIMM Dom	CORSAIR DDR3 3000MHz 16GB 4 x 240 DIMM Unbuffered 12-14-14-36 DOMINATOR Platinum 1.65V Airflow Platinum Fan Assembly Included	3915,00	0	09-09-16		
2321468	CMD16GX3M4B2800C12	Corsair	Memory - Desktop - DDR3-2800	CORSAIR DDR3 2800Mhz 16GB 4x240 DIMM Dom	CORSAIR DDR3 2800MHz 16GB 4 x 240 DIMM Unbuffered 12-14-14-36 DOMINATOR Platinum 1.65V Airflow II Fan Assembly Included	2393,00	0	09-09-16	0843591043564	
2321469	CMD32GX3M4A2666C12	Corsair	Memory - Desktop - DDR3-2666	CORSAIR DDR3 2666Mhz 32GB 4x240 DIMM Dom	CORSAIR DDR3 2666MHz 32GB 4 x 240 DIMM Unbuffered 12-13-13-35 DOMINATOR Platinum 1.65V Airflow II Fan Assembly Included	3589,00	0	09-09-16	0843591046299	
2321470	CMD8GX3M2A2400C11	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400Mhz 8GB 2x240 DIMM Domi	CORSAIR DDR3 2400MHz 8GB 2 x 240 DIMM Unbuffered 11-13-13-31 DOMINATOR Platinum 1.65V	653,00	0	09-09-16	0843591047081	
2321471	CMD8GX3M2A2933C12	Corsair	Memory - Desktop - DDR3-2933	CORSAIR DDR3 2933Mhz 8GB 2x240 DIMM Domi	CORSAIR DDR3 2933MHz 8GB 2 x 240 DIMM Unbuffered 12-14-14-36 DOMINATOR Platinum 1.65V Airflow II Fan Assembly Included	1415,00	0	09-09-16	0843591046237	
2321472	CMD8GX3M2A3000C12	Corsair	Memory - Desktop - DDR3-3000	CORSAIR DDR3 3000Mhz 8GB 2x240 DIMM Domi	CORSAIR DDR3 3000MHz 8GB 2 x 240 DIMM Unbuffered 12-14-14-36 DOMINATOR Platinum 1.65V Airflow Platinum Fan Assembly Included	1958,00	0	06-09-16	0843591052153	
2321473	CMD8GX3M2B2800C12	Corsair	Memory - Desktop - DDR3-2800	CORSAIR DDR3 2800Mhz 8GB 2x240 DIMM Domi	CORSAIR DDR3 2800MHz 8GB 2 x 240 DIMM Unbuffered 12-14-14-36 DOMINATOR Platinum 1.65V Airflow II Fan Assembly Included	1197,00	0	09-09-16	0843591046244	
2321475	CMFVV3-16GB	Corsair	Memory - USB	CORSAIR Flash Voyager Vega USB 3.0 16GB	CORSAIR Flash Voyager Vega USB 3.0 16GB Ultra-Compact Low Profile USB Flash Drive Zinc Alloy Housing Plug and Play	97,42	10	06-09-16	0843591054867	
2321476	CMFVV3-32GB	Corsair	Memory - USB	CORSAIR Flash Voyager Vega USB 3.0 32GB	CORSAIR Flash Voyager Vega USB 3.0 32GB Ultra-Compact Low Profile USB Flash Drive Zinc Alloy Housing Plug and Play	124,52	0	09-09-16	0843591054874	
2321477	CMFVV3-64GB	Corsair	Memory - USB	CORSAIR Flash Voyager Vega USB 3.0 64GB	CORSAIR Flash Voyager Vega USB 3.0 64GB Ultra-Compact Low Profile USB Flash Drive Zinc Alloy Housing Plug and Play	216,42	0	09-09-16	0843591054881	
2321478	CML8GX3M2A2133C11G	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3 2133MHz 8GB 2x240 Dimm Veng	CORSAIR DDR3 2133MHz 8GB 2x240 Dimm Unbuffered 11-11-11-27 Vengeance Low Green Profile HeatspreaderBlackPCB 1.5V	457,30	0	09-09-16	0843591050043	
2321479	CMSO2GX3M1C1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3L 1600MHZ 2GB 1x204 SODIMM	CORSAIR DDR3L 1600MHZ 2GB 1x204 SODIMM 1.35V Unbuffered	106,10	0	09-09-16	0843591054348	
2321480	CMSX16GX3M2B1600C9	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3L 1600MHZ 16GB 2x204 SODIMM	CORSAIR DDR3L 1600MHz 16GB 2x204 SODIMM Unbuffered 9-9-9-24 SODIMM Black PCB 1.35V/1.5V Intel Generation Core i5 i7 Processor	685,60	12	06-09-16	0843591044981	
